取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","豚しそ巻き","","",286,4,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","レタス巻き","レタス巻き","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"単品料理","丸ごとガリトマト","","",715,1,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","焼き鳥【せせり】塩","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,2026/02/02,20:08:27,2026/02/02,22:49:56,11540,11540,1049,0,11540,1049,12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,2,25,02:41:28,"T3",0001,"近澤幹人","未設定",AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","のりチーズ","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"アルコール","角ハイボール","角ハイボール","",660,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"アルコール","緑茶ハイ","ノーマル","",495,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"単品料理","いぶりがっこ","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"単品料理","軟骨唐揚げ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","豚しそ巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"単品料理","ニラ玉","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","豚串","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","レタス巻き","レタス巻き","",350,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"アルコール","抹茶ハイ","ノーマル","",605,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【皮】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【皮】","塩","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【もも】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【もも】","塩","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"サワー","こだわりレモン【メガ】","メガレモンサワー","",880,3,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","エビチリ串","","",365,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,2026/02/03,18:48:42,2026/02/03,20:28:49,9020,9020,820,0,9020,820,10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,2,18,01:40:07,"T11",0001,"只野翔慎","未設定",9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","ミニトマト肉巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"サワー","こだわり酒場のレモンサワー","通常","",550,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","ニラのおひたし","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"日本酒","四季桜【とちぎの星】","","",1210,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","きつね納豆","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","チーズの西京焼き","","",770,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","ネギトロユッケ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","万能ネギのしゃぶ串","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","焼き鳥【せせり】塩","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","焼き鳥【砂肝】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,2026/02/03,19:40:48,2026/02/03,20:30:53,4819,4819,438,0,4819,438,0,4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,00:50:05,"T2",0001,"只野翔慎","未設定",CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","ミニトマト肉巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"ソフトドリンク","ウーロン茶","","",385,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"単品料理","軟骨唐揚げ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","豚しそ巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,2026/02/03,20:14:48,2026/02/03,21:45:00,10311,10311,937,0,10311,937,10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,01:30:12,"T3",0001,"増渕陽菜","未設定",E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","アスパラ肉巻き","","",330,3,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","えびしそチーズおろしポン酢","","",365,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","うずら肉巻き串","","",275,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"サワー","こだわり酒場のレモンサワー","通常","",550,2,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"サワー","男梅サワー","男梅サワー","",550,2,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"サワー","カルピスサワー","カルピスサワー","",550,2,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","豚しそ巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","レタス巻き","レタス明太マヨ","",365,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","お好み焼き串","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","焼き鳥【皮】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","焼き鳥【もも】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"単品料理","2倍シャカシャカポテト","コンソメ","",1078,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","焼き鳥【レバー】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","焼き鳥【ささみ】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"単品料理","桃色片想いのチキン南蛮","","",858,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,2026/02/03,18:55:01,2026/02/03,21:55:15,9735,9735,885,0,9735,885,0,9735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,03:00:14,"T5",0001,"増渕陽菜","未設定",738C89CCB0F642BBAA4F63A74DD57598,"串焼き","のりチーズ","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"串焼き","うずら肉巻き串","","",275,2,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"ソフトドリンク","ウーロン茶","","",385,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"単品料理","梅水晶","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"単品料理","イカの一夜干し","","",858,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"ビール","瓶ビール【赤星】","","",770,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"カクテル","ピーチリキュール","ピーチウーロン","",660,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"カクテル","ストロベリー","ジンジャー","",660,2,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"カクテル","ストロベリー","水割り","",660,1,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"串焼き","レタス巻き","レタス巻き","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203190259170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738C89CCB0F642BBAA4F63A74DD57598,"単品料理","2倍シャカシャカポテト","コンソメ","",1078,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,2026/02/03,20:03:46,2026/02/03,22:07:56,10968,10968,997,0,10968,997,0,0,0,10968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,02:04:10,"T6",0001,"只野翔慎","未設定",2D61D33B8FDF47C59883F91338ED3408,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"串焼き","アスパラ肉巻き","","",330,3,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"串焼き","ミニトマト肉巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"アルコール","かめやハイボール","かめやハイボール","",550,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"ソフトドリンク","緑茶","","",385,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"ソフトドリンク","ジャスミン茶","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"単品料理","茄子の揚げ浸し","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"お通し","お通し","女性","",330,3,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"単品料理","ニラ玉","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"ソフトドリンク","グレフル【100%】","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"カクテル","ライチ","ソーダ割り","",660,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"串焼き","紅生姜巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"単品料理","チーズの西京焼き","","",770,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"ビール","抹茶ビール","","",770,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"単品料理","無限ゴボウフライ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"串焼き","万能ネギのしゃぶ串","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203200358752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D61D33B8FDF47C59883F91338ED3408,"串焼き","焼き鳥【軟骨】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,2026/02/03,19:46:33,2026/02/03,22:31:08,8834,8834,803,0,8834,803,10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,2,18,02:44:34,"T8",0001,"只野翔慎","未設定",9F30C26A9D8C4AD0885F9631F82CBAD5,"串焼き","アスパラ肉巻き","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"串焼き","うずら肉巻き串","","",275,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"アルコール","かめやハイボール","ジンジャー","",660,3,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"アルコール","ジャスミンハイ","ノーマル","",550,3,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"単品料理","軟骨唐揚げ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"串焼き","豚串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"串焼き","紅生姜巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"単品料理","シャカシャカポテト","バーベキュー","",638,1,0,0,-,0,"",0,0,0,0
HD0020260203194728092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F30C26A9D8C4AD0885F9631F82CBAD5,"単品料理","揚げ餃子","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260203220423000,2026/02/03,22:03:36,2026/02/03,23:21:20,18381,18381,1671,0,18381,1671,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,0,0,0,0,0,4,42,01:17:43,"T2",0001,"只野翔慎","未設定",0625AEB3732F48A481BF6609914BCFF8,"串焼き","アスパラ肉巻き","","",330,4,0,0,-,0,"",0,0,0,0
HD0020260203220423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0625AEB3732F48A481BF6609914BCFF8,"串焼き","椎茸肉巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260203220423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0625AEB3732F48A481BF6609914BCFF8,"ビール","生ビール","生ジョッキ","",660,3,0,0,-,0,"",0,0,0,0
HD0020260203220423000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0625AEB3732F48A481BF6609914BCFF8,"アルコール","角ハイボール","角ハイボール","",660,1,0,0,-,0,"",0,0,0,0
